UDI,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure
1985.0,298.0,307.5,1387.0,45.5,166.0,0.0
1986.0,298.1,307.7,1537.0,40.8,169.0,0.0
1987.0,298.1,307.6,1498.0,42.9,171.0,0.0
1988.0,298.2,307.8,1599.0,31.2,173.0,0.0
1989.0,298.3,307.9,1420.0,39.2,176.0,0.0
1990.0,298.2,307.9,1785.0,23.4,181.0,0.0
1991.0,298.2,307.8,1423.0,48.1,183.0,0.0
1992.0,298.2,307.8,1583.0,36.6,185.0,0.0
1993.0,298.2,307.8,1375.0,46.6,188.0,0.0
1994.0,298.3,308.0,1463.0,42.5,190.0,0.0
1995.0,298.2,307.9,1403.0,45.1,193.0,0.0
1996.0,298.3,308.0,1451.0,47.1,196.0,0.0
1997.0,298.4,308.0,1416.0,38.2,198.0,1.0
1998.0,298.3,308.1,1672.0,41.3,0.0,0.0
1999.0,298.3,308.0,1637.0,30.8,2.0,0.0
2000.0,298.4,308.0,1540.0,37.8,7.0,0.0
2001.0,298.4,308.1,1279.0,53.1,9.0,0.0
2002.0,298.4,308.2,1604.0,34.9,11.0,0.0
2003.0,298.5,308.2,1654.0,27.1,13.0,0.0
2004.0,298.5,308.2,1564.0,37.5,15.0,0.0
2005.0,298.5,308.2,1451.0,47.5,18.0,0.0
2006.0,298.5,308.3,1504.0,38.0,20.0,0.0
2007.0,298.5,308.3,1381.0,50.5,22.0,0.0
2008.0,298.6,308.4,1562.0,34.4,25.0,0.0
2009.0,298.5,308.3,1811.0,24.7,27.0,0.0
2010.0,298.6,308.3,1717.0,28.7,29.0,0.0
2011.0,298.6,308.3,1278.0,60.5,32.0,0.0
2012.0,298.7,308.5,1616.0,30.2,34.0,0.0
2013.0,298.6,308.4,1397.0,46.4,36.0,0.0
2014.0,298.6,308.4,1485.0,42.9,38.0,0.0
2015.0,298.6,308.4,1310.0,59.7,40.0,0.0
2016.0,298.5,308.2,1301.0,66.3,42.0,1.0
2017.0,298.5,308.3,1458.0,44.0,44.0,0.0
2018.0,298.7,308.5,1483.0,42.5,46.0,0.0
2019.0,298.7,308.5,1375.0,46.4,48.0,0.0
2020.0,298.7,308.5,1660.0,27.0,50.0,0.0
2021.0,298.7,308.4,1560.0,33.3,53.0,0.0
2022.0,298.7,308.5,1480.0,42.2,58.0,0.0
2023.0,298.7,308.4,1373.0,46.9,60.0,0.0
2024.0,298.7,308.5,1444.0,54.2,62.0,0.0
2025.0,298.7,308.6,1722.0,24.7,64.0,0.0
2026.0,298.7,308.5,1469.0,39.9,67.0,0.0
2027.0,298.7,308.5,1360.0,52.9,69.0,0.0
2028.0,298.7,308.4,1750.0,25.8,72.0,0.0
2029.0,298.7,308.3,1349.0,46.6,74.0,0.0
2030.0,298.7,308.5,1668.0,35.2,77.0,0.0
2031.0,298.9,308.6,1400.0,49.5,79.0,0.0
2032.0,298.8,308.6,1331.0,62.8,81.0,0.0
2033.0,298.8,308.5,1444.0,42.2,83.0,0.0
2034.0,298.8,308.5,1359.0,47.6,85.0,0.0
2035.0,298.8,308.5,1425.0,47.4,90.0,0.0
2036.0,298.9,308.6,1469.0,34.2,93.0,0.0
2037.0,299.0,308.7,1892.0,22.8,96.0,0.0
2038.0,299.0,308.7,1940.0,19.9,98.0,0.0
2039.0,299.0,308.8,1405.0,55.2,103.0,0.0
2040.0,299.0,308.9,1449.0,39.6,105.0,0.0
2041.0,299.1,308.9,1686.0,29.6,108.0,0.0
2042.0,299.1,308.9,1680.0,27.2,110.0,0.0
2043.0,299.1,308.9,1397.0,52.4,112.0,0.0
2044.0,299.2,309.0,1597.0,30.3,115.0,0.0
2045.0,299.3,309.1,1470.0,41.1,118.0,0.0
2046.0,299.3,309.1,1703.0,31.3,120.0,0.0
2047.0,299.3,309.1,1388.0,45.5,123.0,0.0
2048.0,299.3,309.2,1775.0,24.2,125.0,0.0
2049.0,299.3,309.2,1465.0,41.5,127.0,0.0
2050.0,299.3,309.2,1586.0,37.9,129.0,0.0
2051.0,299.5,309.3,1675.0,29.2,132.0,0.0
2052.0,299.4,309.2,1470.0,44.4,135.0,0.0
2053.0,299.5,309.3,1477.0,40.4,138.0,0.0
2054.0,299.5,309.3,1382.0,61.0,140.0,0.0
2055.0,299.6,309.4,1605.0,29.8,142.0,0.0
2056.0,299.6,309.4,1643.0,32.9,145.0,0.0
2057.0,299.5,309.3,1333.0,54.1,147.0,0.0
2058.0,299.5,309.3,1520.0,42.3,149.0,0.0
2059.0,299.5,309.3,1902.0,24.0,151.0,0.0
2060.0,299.5,309.4,1386.0,44.4,154.0,0.0
2061.0,299.6,309.5,1803.0,27.7,159.0,0.0
2062.0,299.7,309.6,1359.0,50.7,161.0,0.0
2063.0,299.7,309.6,1477.0,42.7,163.0,0.0
2064.0,299.7,309.6,1321.0,53.4,166.0,0.0
2065.0,299.6,309.5,1453.0,41.4,168.0,0.0
2066.0,299.7,309.6,1419.0,45.1,170.0,0.0
2067.0,299.7,309.6,1512.0,36.2,172.0,0.0
2068.0,299.7,309.6,1553.0,36.8,174.0,0.0
2069.0,299.7,309.6,1534.0,39.1,176.0,0.0
2070.0,299.7,309.6,1553.0,41.0,179.0,0.0
2071.0,299.7,309.5,1352.0,49.7,184.0,0.0
2072.0,299.7,309.6,1313.0,60.0,186.0,0.0
2073.0,299.6,309.5,1570.0,35.5,189.0,0.0
2074.0,299.6,309.4,1677.0,31.1,191.0,0.0
2075.0,299.5,309.4,1602.0,31.5,193.0,0.0
2076.0,299.5,309.4,1390.0,58.8,195.0,1.0
2077.0,299.4,309.3,1544.0,36.0,197.0,0.0
2078.0,299.4,309.4,1701.0,31.2,199.0,0.0
2079.0,299.4,309.3,1692.0,28.4,201.0,0.0
2080.0,299.3,309.3,1523.0,37.9,204.0,0.0
2081.0,299.3,309.2,2280.0,15.4,207.0,0.0
2082.0,299.4,309.3,1485.0,47.1,209.0,0.0
2083.0,299.4,309.2,1513.0,36.1,212.0,0.0
2084.0,299.4,309.3,1743.0,28.2,0.0,0.0
2085.0,299.5,309.3,1442.0,46.2,5.0,0.0
2086.0,299.5,309.3,1462.0,46.7,7.0,0.0
2087.0,299.4,309.3,1439.0,49.7,9.0,0.0
2088.0,299.5,309.3,1577.0,36.6,14.0,0.0
2089.0,299.6,309.4,1331.0,46.4,16.0,0.0
2090.0,299.5,309.3,1941.0,22.5,18.0,0.0
2091.0,299.5,309.2,1393.0,47.3,20.0,0.0
2092.0,299.4,309.2,1433.0,42.1,22.0,0.0
2093.0,299.4,309.2,1444.0,48.2,24.0,0.0
2094.0,299.4,309.2,1564.0,39.0,26.0,0.0
2095.0,299.4,309.3,1377.0,43.6,28.0,0.0
2096.0,299.4,309.3,1525.0,41.5,30.0,0.0
2097.0,299.5,309.4,1387.0,56.2,32.0,0.0
2098.0,299.4,309.4,1326.0,47.5,35.0,0.0
2099.0,299.4,309.3,1401.0,59.0,38.0,0.0
2100.0,299.4,309.3,1596.0,31.8,40.0,0.0
2101.0,299.3,309.3,1471.0,46.0,42.0,0.0
2102.0,299.3,309.3,1528.0,37.8,45.0,0.0
2103.0,299.3,309.3,1325.0,62.0,47.0,0.0
2104.0,299.3,309.1,1376.0,46.7,49.0,0.0
2105.0,299.3,309.1,1600.0,35.3,52.0,0.0
2106.0,299.3,309.1,1495.0,44.0,55.0,0.0
2107.0,299.4,309.1,1645.0,28.6,57.0,0.0
2108.0,299.4,309.1,1417.0,47.3,59.0,0.0
2109.0,299.4,309.0,1415.0,51.7,62.0,0.0
2110.0,299.3,309.0,1496.0,43.4,67.0,0.0
2111.0,299.3,309.0,1508.0,35.0,70.0,0.0
2112.0,299.4,309.0,1436.0,47.9,75.0,0.0
2113.0,299.5,309.1,1852.0,22.6,77.0,0.0
2114.0,299.5,309.1,1863.0,22.5,79.0,0.0
2115.0,299.4,309.1,1373.0,44.1,81.0,0.0
2116.0,299.4,309.0,1404.0,47.3,86.0,0.0
2117.0,299.4,309.0,1381.0,44.9,88.0,0.0
2118.0,299.4,308.9,1762.0,29.3,91.0,0.0
2119.0,299.3,308.9,1429.0,43.0,96.0,0.0
2120.0,299.3,308.9,1858.0,24.7,101.0,0.0
2121.0,299.2,308.8,1908.0,21.3,104.0,0.0
2122.0,299.2,308.8,1503.0,37.4,109.0,0.0
2123.0,299.2,308.8,1523.0,38.9,112.0,0.0
2124.0,299.3,309.0,1491.0,38.4,115.0,0.0
2125.0,299.2,308.9,1430.0,39.1,117.0,0.0
2126.0,299.3,308.9,1258.0,69.4,119.0,1.0
2127.0,299.3,309.0,1449.0,46.5,121.0,0.0
2128.0,299.3,309.0,1425.0,40.6,123.0,0.0
2129.0,299.4,309.0,1800.0,24.3,128.0,0.0
2130.0,299.4,309.0,1607.0,33.7,130.0,0.0
2131.0,299.4,309.0,1391.0,58.2,135.0,0.0
2132.0,299.4,309.1,1432.0,45.4,137.0,0.0
2133.0,299.4,309.0,1660.0,28.4,139.0,0.0
2134.0,299.3,309.0,1732.0,29.7,141.0,0.0
2135.0,299.3,309.0,1473.0,46.3,146.0,0.0
2136.0,299.3,309.0,1511.0,47.8,148.0,0.0
2137.0,299.2,308.9,1588.0,41.5,150.0,0.0
2138.0,299.3,308.9,1623.0,31.1,152.0,0.0
2139.0,299.3,309.0,1734.0,30.6,154.0,0.0
2140.0,299.3,309.0,1415.0,47.6,156.0,0.0
2141.0,299.3,309.0,1419.0,46.6,158.0,0.0
2142.0,299.3,308.9,1577.0,34.9,160.0,0.0
2143.0,299.3,308.9,1376.0,60.3,163.0,0.0
2144.0,299.3,308.8,1442.0,49.0,165.0,0.0
2145.0,299.4,308.9,1451.0,40.5,168.0,0.0
2146.0,299.3,308.8,1550.0,45.8,170.0,0.0
2147.0,299.3,308.8,1647.0,32.9,172.0,0.0
2148.0,299.4,308.9,1550.0,33.7,174.0,0.0
2149.0,299.4,308.9,1583.0,34.1,176.0,0.0
2150.0,299.4,309.0,1613.0,32.2,178.0,0.0
2151.0,299.3,308.8,1636.0,35.5,180.0,0.0
2152.0,299.3,308.7,1289.0,51.5,185.0,0.0
2153.0,299.3,308.8,1648.0,28.4,188.0,0.0
2154.0,299.3,308.8,1397.0,45.4,191.0,0.0
2155.0,299.3,308.9,1767.0,24.8,196.0,0.0
2156.0,299.3,308.8,1341.0,47.7,199.0,0.0
2157.0,299.4,308.9,1457.0,41.5,201.0,0.0
2158.0,299.4,309.0,1939.0,19.8,204.0,0.0
2159.0,299.5,309.0,1399.0,49.7,207.0,0.0
2160.0,299.5,309.0,1602.0,31.3,210.0,0.0
2161.0,299.4,309.0,1507.0,41.0,213.0,0.0
2162.0,299.4,309.1,1464.0,40.5,215.0,0.0
2163.0,299.5,309.1,1336.0,42.1,217.0,0.0
2164.0,299.6,309.2,1422.0,39.8,219.0,0.0
2165.0,299.6,309.2,1540.0,36.7,221.0,0.0
2166.0,299.5,309.1,1476.0,47.8,223.0,0.0
2167.0,299.6,309.2,1867.0,23.4,225.0,1.0
2168.0,299.6,309.1,1588.0,41.3,0.0,0.0
2169.0,299.5,309.1,1420.0,49.5,5.0,0.0
2170.0,299.5,309.1,1415.0,49.2,8.0,0.0
2171.0,299.4,309.1,1500.0,43.3,10.0,0.0
2172.0,299.5,309.1,1502.0,44.6,13.0,0.0
2173.0,299.5,309.2,1816.0,23.0,15.0,0.0
2174.0,299.5,309.2,1495.0,41.6,17.0,0.0
2175.0,299.6,309.2,1572.0,33.4,20.0,0.0
2176.0,299.5,309.2,1590.0,35.9,22.0,0.0
2177.0,299.6,309.3,1387.0,48.3,25.0,0.0
2178.0,299.6,309.2,1393.0,47.7,28.0,0.0
2179.0,299.6,309.2,1602.0,37.3,31.0,0.0
2180.0,299.6,309.2,1601.0,33.3,33.0,0.0
2181.0,299.6,309.2,1597.0,36.3,35.0,0.0
2182.0,299.5,309.1,1548.0,44.3,40.0,0.0
2183.0,299.5,309.2,1314.0,61.8,45.0,0.0
2184.0,299.6,309.3,1577.0,39.8,48.0,0.0
2185.0,299.8,309.4,1475.0,43.4,51.0,0.0
2186.0,299.8,309.4,1630.0,32.4,53.0,0.0
2187.0,299.7,309.4,1445.0,42.9,55.0,0.0
2188.0,299.8,309.4,1439.0,47.4,57.0,0.0
2189.0,299.7,309.3,1420.0,44.1,60.0,0.0
2190.0,299.7,309.2,1554.0,41.6,62.0,0.0
2191.0,299.6,309.1,1471.0,44.3,67.0,0.0
2192.0,299.6,309.0,1648.0,33.6,70.0,0.0
2193.0,299.6,309.0,1472.0,48.8,72.0,0.0
2194.0,299.5,308.9,1448.0,42.9,74.0,0.0
2195.0,299.6,308.9,1568.0,35.3,77.0,0.0
2196.0,299.6,308.9,1613.0,30.8,80.0,0.0
2197.0,299.7,308.9,1551.0,35.4,82.0,0.0
2198.0,299.7,309.0,1412.0,49.2,85.0,0.0
2199.0,299.7,308.9,1478.0,41.0,87.0,0.0
2200.0,299.8,309.1,1268.0,58.0,90.0,0.0
2201.0,299.8,309.1,1546.0,35.6,93.0,0.0
2202.0,299.8,309.0,1567.0,36.1,95.0,0.0
2203.0,299.9,309.2,1548.0,35.7,97.0,0.0
2204.0,299.8,309.0,1614.0,30.8,100.0,0.0
2205.0,299.7,309.1,1352.0,46.1,102.0,0.0
2206.0,299.9,309.2,1624.0,34.6,105.0,0.0
2207.0,299.9,309.2,1436.0,52.0,107.0,0.0
2208.0,299.8,309.2,1591.0,37.5,109.0,0.0
2209.0,299.8,309.2,1435.0,42.6,111.0,0.0
2210.0,299.8,309.3,1386.0,49.4,116.0,0.0
2211.0,299.7,309.2,1401.0,54.1,118.0,0.0
2212.0,299.6,309.0,1245.0,64.0,120.0,0.0
2213.0,299.7,309.1,1475.0,40.0,123.0,0.0
2214.0,299.7,309.1,1473.0,39.4,125.0,0.0
2215.0,299.7,309.2,1355.0,44.8,127.0,0.0
2216.0,299.7,309.2,1468.0,49.6,132.0,0.0
2217.0,299.7,309.2,1645.0,30.8,137.0,0.0
2218.0,299.7,309.1,1347.0,55.3,139.0,0.0
2219.0,299.7,309.1,1713.0,33.5,141.0,0.0
2220.0,299.6,309.1,1435.0,48.4,143.0,0.0
2221.0,299.6,309.0,1736.0,26.1,146.0,0.0
2222.0,299.6,309.0,1372.0,60.4,149.0,0.0
2223.0,299.7,309.0,1605.0,33.0,151.0,0.0
2224.0,299.6,309.0,1413.0,48.5,153.0,0.0
2225.0,299.7,309.0,1645.0,31.9,155.0,0.0
2226.0,299.7,309.0,1465.0,49.0,158.0,0.0
2227.0,299.6,308.9,1685.0,27.8,161.0,0.0
2228.0,299.5,308.8,1965.0,20.4,164.0,0.0
2229.0,299.4,308.6,1542.0,41.8,166.0,0.0
2230.0,299.4,308.7,1681.0,30.8,171.0,0.0
2231.0,299.5,308.7,1446.0,45.7,173.0,0.0
2232.0,299.4,308.6,1415.0,56.4,175.0,0.0
2233.0,299.5,308.6,1672.0,30.5,177.0,0.0
2234.0,299.5,308.7,2549.0,13.0,179.0,1.0
2235.0,299.4,308.6,1492.0,40.5,181.0,0.0
2236.0,299.4,308.6,1455.0,42.7,183.0,0.0
2237.0,299.3,308.5,1422.0,43.1,186.0,0.0
2238.0,299.3,308.6,1403.0,50.6,189.0,0.0
2239.0,299.3,308.6,1474.0,49.6,191.0,0.0
2240.0,299.2,308.6,1381.0,50.0,193.0,0.0
2241.0,299.2,308.5,1457.0,44.7,195.0,0.0
2242.0,299.2,308.4,1711.0,28.9,197.0,0.0
2243.0,299.2,308.4,1667.0,29.0,199.0,0.0
2244.0,299.2,308.4,1465.0,35.0,201.0,0.0
2245.0,299.3,308.4,1542.0,37.5,203.0,1.0
2246.0,299.3,308.4,1438.0,42.3,0.0,0.0
2247.0,299.3,308.4,1406.0,47.4,3.0,0.0
2248.0,299.2,308.4,1396.0,48.5,5.0,0.0
2249.0,299.3,308.5,1304.0,60.6,8.0,0.0
2250.0,299.2,308.5,1442.0,46.5,11.0,0.0
2251.0,299.2,308.4,1396.0,48.7,13.0,0.0
2252.0,299.1,308.3,1424.0,43.4,16.0,0.0
2253.0,299.1,308.3,1451.0,42.8,21.0,0.0
2254.0,299.2,308.4,1386.0,54.1,26.0,0.0
2255.0,299.1,308.3,1325.0,46.9,28.0,0.0
2256.0,299.1,308.3,1559.0,33.7,30.0,0.0
2257.0,299.1,308.3,1489.0,38.1,32.0,0.0
2258.0,299.1,308.3,1892.0,25.2,34.0,0.0
2259.0,299.1,308.2,1319.0,60.3,36.0,0.0
2260.0,299.1,308.3,1431.0,52.3,38.0,0.0
2261.0,299.1,308.3,1521.0,36.5,40.0,0.0
2262.0,299.1,308.2,1435.0,45.2,45.0,0.0
2263.0,299.1,308.3,1533.0,42.4,48.0,0.0
2264.0,299.2,308.4,1529.0,43.0,50.0,0.0
2265.0,299.2,308.4,1415.0,43.5,53.0,0.0
2266.0,299.2,308.4,1330.0,51.2,56.0,0.0
2267.0,299.2,308.5,1381.0,60.6,59.0,0.0
2268.0,299.2,308.5,1370.0,52.4,61.0,0.0
2269.0,299.2,308.5,1438.0,46.6,63.0,0.0
2270.0,299.3,308.6,1314.0,48.2,65.0,0.0
2271.0,299.3,308.6,1437.0,48.1,67.0,0.0
2272.0,299.2,308.5,1821.0,26.1,69.0,0.0
2273.0,299.3,308.6,1448.0,52.1,71.0,0.0
2274.0,299.3,308.5,1589.0,32.7,74.0,0.0
2275.0,299.3,308.6,1520.0,33.7,76.0,0.0
2276.0,299.3,308.6,1605.0,37.0,78.0,0.0
2277.0,299.3,308.7,1393.0,54.2,80.0,0.0
2278.0,299.3,308.7,1408.0,44.4,82.0,0.0
2279.0,299.3,308.7,1459.0,35.6,87.0,0.0
2280.0,299.4,308.7,1525.0,39.0,90.0,0.0
2281.0,299.4,308.8,1390.0,57.0,92.0,0.0
2282.0,299.3,308.7,1536.0,38.9,94.0,0.0
2283.0,299.4,308.7,1459.0,47.6,96.0,0.0
2284.0,299.2,308.5,1387.0,51.1,98.0,0.0
2285.0,299.2,308.5,1378.0,53.4,100.0,0.0
2286.0,299.4,308.7,1381.0,56.7,102.0,0.0
2287.0,299.4,308.7,1289.0,60.5,104.0,0.0
2288.0,299.4,308.6,1746.0,26.8,107.0,0.0
2289.0,299.4,308.6,1541.0,39.1,109.0,0.0
2290.0,299.4,308.7,1504.0,37.8,112.0,0.0
2291.0,299.5,308.7,1321.0,51.9,114.0,0.0
2292.0,299.5,308.8,1886.0,20.9,117.0,0.0
2293.0,299.6,308.9,1422.0,53.2,120.0,0.0
2294.0,299.5,308.9,1520.0,38.3,122.0,0.0
2295.0,299.4,308.8,1627.0,32.6,124.0,0.0
2296.0,299.4,308.7,1512.0,37.2,126.0,0.0
2297.0,299.4,308.7,1553.0,42.7,128.0,0.0
2298.0,299.3,308.7,1802.0,26.0,130.0,0.0
2299.0,299.3,308.6,1482.0,37.6,132.0,0.0
2300.0,299.4,308.7,1446.0,62.9,134.0,1.0
2301.0,299.3,308.6,1371.0,50.5,136.0,0.0
2302.0,299.2,308.6,1586.0,35.7,138.0,0.0
2303.0,299.2,308.5,1515.0,39.8,141.0,0.0
2304.0,299.2,308.5,1374.0,53.6,143.0,0.0
2305.0,299.1,308.5,1455.0,39.8,145.0,0.0
2306.0,299.2,308.5,1342.0,47.5,147.0,0.0
2307.0,299.1,308.6,1260.0,57.8,152.0,0.0
2308.0,299.0,308.5,1623.0,33.5,154.0,0.0
2309.0,299.1,308.5,1371.0,55.5,159.0,0.0
2310.0,299.1,308.6,1611.0,31.4,161.0,0.0
2311.0,299.0,308.4,1535.0,47.5,163.0,0.0
2312.0,299.1,308.6,1491.0,38.5,166.0,0.0
2313.0,299.1,308.6,1441.0,36.2,169.0,0.0
2314.0,299.1,308.8,1725.0,26.6,172.0,0.0
2315.0,299.2,308.9,1368.0,47.2,175.0,0.0
2316.0,299.2,308.9,1526.0,37.9,177.0,0.0
2317.0,299.2,308.8,1542.0,39.2,179.0,0.0
2318.0,299.2,308.8,1605.0,31.1,181.0,0.0
2319.0,299.2,308.8,1405.0,51.4,183.0,0.0
2320.0,299.2,308.8,1700.0,33.5,185.0,0.0
2321.0,299.2,308.8,1440.0,39.1,188.0,0.0
2322.0,299.2,308.8,1314.0,52.5,193.0,0.0
2323.0,299.2,308.7,1514.0,41.9,196.0,0.0
2324.0,299.2,308.7,1401.0,47.0,198.0,0.0
2325.0,299.3,308.8,1636.0,29.9,201.0,0.0
2326.0,299.3,308.8,1603.0,33.9,203.0,0.0
2327.0,299.4,308.7,1487.0,52.6,205.0,0.0
2328.0,299.3,308.7,1420.0,50.3,208.0,0.0
2329.0,299.3,308.7,1579.0,36.3,211.0,0.0
2330.0,299.3,308.7,1484.0,40.5,213.0,0.0
2331.0,299.3,308.7,1390.0,49.3,215.0,0.0
2332.0,299.3,308.6,1384.0,53.6,218.0,1.0
2333.0,299.2,308.5,1378.0,50.4,220.0,1.0
2334.0,299.2,308.5,1445.0,45.2,222.0,0.0
2335.0,299.2,308.4,1445.0,43.5,224.0,0.0
2336.0,299.2,308.4,1509.0,39.4,0.0,0.0
2337.0,299.2,308.4,1434.0,46.8,2.0,0.0
2338.0,299.2,308.4,1877.0,23.9,4.0,0.0
2339.0,299.3,308.3,1651.0,28.0,6.0,0.0
2340.0,299.2,308.2,1466.0,41.3,8.0,0.0
2341.0,299.1,308.1,1479.0,40.7,10.0,0.0
2342.0,299.1,308.2,1409.0,46.4,12.0,0.0
2343.0,299.2,308.2,1674.0,28.2,14.0,0.0
2344.0,299.1,308.3,1305.0,61.4,17.0,0.0
2345.0,299.2,308.3,1755.0,26.4,19.0,0.0
2346.0,299.2,308.4,1475.0,38.7,22.0,0.0
2347.0,299.2,308.4,1402.0,47.7,24.0,0.0
2348.0,299.2,308.3,1410.0,43.0,26.0,0.0
2349.0,299.2,308.4,1436.0,41.8,28.0,0.0
2350.0,299.3,308.5,1386.0,42.2,30.0,0.0
2351.0,299.3,308.6,1744.0,26.4,33.0,0.0
2352.0,299.2,308.4,1393.0,48.4,35.0,0.0
2353.0,299.3,308.5,1422.0,45.4,37.0,0.0
2354.0,299.2,308.4,1841.0,22.8,40.0,0.0
2355.0,299.3,308.6,1433.0,37.7,42.0,0.0
2356.0,299.3,308.5,1305.0,60.6,44.0,0.0
2357.0,299.3,308.6,1498.0,39.5,47.0,0.0
2358.0,299.3,308.5,1772.0,26.1,52.0,0.0
2359.0,299.2,308.4,1381.0,42.5,54.0,0.0
2360.0,299.3,308.5,1413.0,38.5,57.0,0.0
2361.0,299.2,308.4,1388.0,53.2,59.0,0.0
2362.0,299.2,308.6,1631.0,35.4,64.0,0.0
2363.0,299.3,308.6,1520.0,41.4,67.0,0.0
2364.0,299.3,308.5,1510.0,45.4,72.0,0.0
2365.0,299.2,308.5,1366.0,49.7,74.0,0.0
2366.0,299.4,308.5,1845.0,22.9,76.0,0.0
2367.0,299.3,308.5,1485.0,44.7,78.0,0.0
2368.0,299.3,308.5,1496.0,39.4,80.0,0.0
2369.0,299.3,308.4,1468.0,42.2,83.0,0.0
2370.0,299.2,308.4,1856.0,22.7,86.0,0.0
2371.0,299.2,308.4,1620.0,34.1,89.0,0.0
2372.0,299.3,308.5,1409.0,44.8,91.0,0.0
2373.0,299.3,308.5,1404.0,49.4,93.0,0.0
2374.0,299.2,308.4,1350.0,51.3,96.0,0.0
2375.0,299.2,308.4,1538.0,38.0,98.0,0.0
2376.0,299.2,308.4,1476.0,32.7,101.0,0.0
2377.0,299.2,308.3,1364.0,51.8,104.0,0.0
2378.0,299.2,308.3,1582.0,45.5,107.0,0.0
2379.0,299.1,308.2,1348.0,56.1,110.0,0.0
2380.0,299.1,308.2,1450.0,46.1,112.0,0.0
2381.0,299.0,308.1,1242.0,60.9,117.0,0.0
2382.0,299.1,308.2,1493.0,34.9,119.0,0.0
2383.0,299.1,308.3,1601.0,31.4,121.0,0.0
2384.0,299.1,308.2,1568.0,33.3,123.0,0.0
2385.0,299.1,308.3,1506.0,38.0,125.0,0.0
2386.0,299.1,308.3,1524.0,34.1,128.0,0.0
2387.0,299.1,308.4,1543.0,37.9,130.0,0.0
2388.0,299.2,308.5,1474.0,47.2,132.0,0.0
2389.0,299.2,308.5,1526.0,37.3,135.0,0.0
2390.0,299.2,308.5,1867.0,27.0,138.0,0.0
2391.0,299.2,308.5,1487.0,41.2,140.0,0.0
2392.0,299.2,308.4,1580.0,32.6,142.0,0.0
2393.0,299.2,308.5,1340.0,50.0,144.0,0.0
2394.0,299.2,308.5,1544.0,41.6,146.0,0.0
2395.0,299.2,308.5,1488.0,40.3,148.0,0.0
2396.0,299.2,308.5,1742.0,28.9,150.0,0.0
2397.0,299.1,308.5,1592.0,34.2,153.0,0.0
2398.0,299.2,308.6,1582.0,38.8,156.0,0.0
2399.0,299.2,308.5,1490.0,43.2,158.0,0.0
2400.0,299.2,308.5,1594.0,35.8,160.0,0.0
2401.0,299.2,308.6,1462.0,55.0,163.0,0.0
2402.0,299.2,308.6,1367.0,47.6,168.0,0.0
2403.0,299.2,308.7,1325.0,51.0,171.0,0.0
2404.0,299.2,308.7,1448.0,51.4,173.0,0.0
2405.0,299.1,308.7,2008.0,20.3,178.0,0.0
2406.0,299.1,308.7,1498.0,38.9,181.0,0.0
2407.0,299.1,308.6,1437.0,41.6,183.0,0.0
2408.0,299.1,308.6,1499.0,45.1,185.0,0.0
2409.0,299.0,308.4,1356.0,52.6,188.0,0.0
2410.0,299.1,308.5,1539.0,46.8,190.0,0.0
2411.0,299.1,308.5,1689.0,32.1,192.0,0.0
2412.0,299.0,308.5,1559.0,38.1,194.0,0.0
2413.0,299.1,308.6,1408.0,46.7,196.0,0.0
2414.0,299.0,308.5,1886.0,23.0,198.0,0.0
2415.0,299.1,308.5,1415.0,43.4,0.0,0.0
2416.0,299.1,308.5,1587.0,35.6,2.0,0.0
2417.0,299.0,308.4,1571.0,38.6,5.0,0.0
2418.0,298.9,308.3,1576.0,36.6,7.0,0.0
2419.0,298.9,308.3,1660.0,34.4,9.0,0.0
2420.0,298.9,308.2,1328.0,49.2,11.0,0.0
2421.0,298.8,308.2,1450.0,44.7,14.0,0.0
2422.0,298.9,308.2,2384.0,15.0,19.0,0.0
2423.0,298.8,308.2,1443.0,53.4,21.0,0.0
2424.0,298.9,308.2,2022.0,20.0,23.0,0.0
2425.0,298.9,308.2,1828.0,23.8,26.0,0.0
2426.0,298.8,308.1,1472.0,53.5,28.0,0.0
2427.0,298.9,308.2,1372.0,63.6,30.0,1.0
2428.0,298.9,308.3,1855.0,23.8,33.0,0.0
2429.0,299.0,308.3,1377.0,47.2,35.0,0.0
2430.0,298.9,308.3,1432.0,48.9,38.0,0.0
2431.0,298.9,308.2,1335.0,47.8,40.0,0.0
2432.0,298.9,308.2,1411.0,51.3,43.0,0.0
2433.0,298.9,308.2,1510.0,43.5,46.0,0.0
2434.0,299.0,308.3,1441.0,44.0,48.0,0.0
2435.0,299.0,308.2,1358.0,42.7,50.0,0.0
2436.0,298.9,308.2,1686.0,30.4,53.0,0.0
2437.0,299.0,308.2,1662.0,30.4,55.0,0.0
2438.0,299.1,308.3,1426.0,40.1,60.0,0.0
2439.0,299.1,308.4,1330.0,53.6,62.0,0.0
2440.0,299.1,308.4,1693.0,31.6,65.0,0.0
2441.0,299.1,308.4,1426.0,47.9,67.0,0.0
2442.0,299.1,308.5,1676.0,31.0,69.0,0.0
2443.0,299.1,308.4,1332.0,51.7,71.0,0.0
2444.0,299.1,308.5,1647.0,35.0,74.0,0.0
2445.0,299.2,308.6,1267.0,68.2,76.0,1.0
2446.0,299.2,308.7,1375.0,55.1,78.0,0.0
2447.0,299.3,308.6,1422.0,48.9,83.0,0.0
2448.0,299.3,308.7,1408.0,48.7,85.0,0.0
